#{"t_start": 1768083746.3892963, "env_id": "LunarLander-v3"}
r,l,t
234.699129,267,324.393902
287.348171,322,324.512512
259.830446,528,324.713965
57.643636,211,324.794209
270.882615,279,325.652248
270.749034,398,325.799193
7.005486,185,325.867563
280.78134,263,325.967806
275.596886,283,326.072092
269.92994,274,326.184187
281.132589,309,326.305282
284.119414,290,327.166284
-4.096891,219,327.246763
23.926915,177,327.317499
273.318852,261,327.418787
277.411162,338,327.574039
245.797215,306,327.691076
266.712933,297,327.806031
226.465641,390,328.718551
278.485183,294,328.830295
254.260904,275,328.944871
242.127502,371,329.086736
265.110337,302,329.199301
263.987867,295,329.314743
296.145394,318,329.446985
16.807733,243,330.284854
259.283503,277,330.390518
24.71557,192,330.469744
224.901193,297,330.581878
275.940958,291,330.6916
267.064855,292,330.806687
244.464812,257,330.902403
15.328658,238,330.993941
